,PLAYER,GP,MIN,DIST.FEET,DIST.MILES,DIST.MILESOFF,DIST.MILESDEF,AVGSPEED,AVGSPEEDOFF,AVGSPEEDDEF,LESSTHAN5FT.FGM,LESSTHAN5FT.FGA,LESSTHAN5FT.FG%,5-9FT.FGM,5-9FT.FGA,5-9FT.FG%,10-14FT.FGM,10-14FT.FGA,10-14FT.FG%,15-19FT.FGM,15-19FT.FGA,15-19FT.FG%,20-24FT.FGM,20-24FT.FGA,20-24FT.FG%,25-29FT.FGM,25-29FT.FGA,25-29FT.FG%,UNNAMED:0,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AGE,SCREENASSISTS,SCREENASSISTSPTS,DEFLECTIONS,OFFLOOSEBALLSRECOVERED,DEFLOOSEBALLSRECOVERED,LOOSEBALLSRECOVERED,%LOOSEBALLSRECOVEREDOFF,%LOOSEBALLSRECOVEREDDEF,CHARGESDRAWN,CONTESTED2PTSHOTS,CONTESTED3PTSHOTS,CONTESTEDSHOTS,TEAM,W,L,PASSESMADE,PASSESRECEIVED,SECONDARYAST,POTENTIALAST,ASTPTSCREATED.1,ASTADJ,ASTTOPASS%,ASTTOPASS%ADJ,TOTALMIN,Player,2020/21
109,Elfrid Payton,63,23.6,9309.6,1.76,0.95,0.81,4.31,4.54,4.06,1.602635165111348,4.8,53.0,0.9,2.2,39.7,0.2662679779479645,0.8,27.5,0.2662679779479645,0.4,40.7,0.3768098523477882,0.9,28.6,0.2,0.8,27.1,181,10.1,4.3,9.9,43.2,0.4763394476948215,1.6,28.6,1.2,1.7,68.2,0.9264088620397397,1.5392336537608517,1.822359909676772,1.6,0.726483600827537,0.14197026127038728,1.8,20.1,0,0,-1.6,27,0.14197026127038728,0.2,1.235668535136068,0.4,0.2,0.726483600827537,65.1,34.9,0.0,1.1428183811726051,1.6328895734691502,4.1,NYK,36,27,4.087257360339046,44.1,0.3,6.7,8.3,1.938619715792634,8.4,10.1,1486.8000000000002,Elfrid Payton,4767000
110,Eric Bledsoe,71,29.7,11401.6,2.16,1.17,0.99,4.1,4.47,3.73,0.9461436950238363,2.3,58.4,0.5,1.1,42.9,0.3953127366441464,1.0,43.1,0.31015492830383945,0.7,39.2,0.6778797084291569,2.1,38.8,1.0,3.1,33.0,139,12.2,4.3,10.3,42.1,1.1186129553747792,5.0,34.1,1.9,2.7,68.7,0.3953127366441464,1.5339303599259553,1.6333911534565932,1.6,0.6778797084291569,0.31015492830383945,1.6,23.8,4,0,-0.9,31,0.21706450523782758,0.5,0.9921288082656597,0.3,0.3,0.6143663027068311,49.0,51.0,0.15,1.4234733643616448,1.6094379124341003,6.0,NOP,31,40,3.7654195312362706,40.0,0.4,6.7,9.6,1.8833897920739793,10.9,13.2,2108.7,Eric Bledsoe,16875000
111,Eric Gordon,27,29.2,9756.9,1.85,1.0,0.85,3.68,4.02,3.35,1.4933657411813464,4.3,66.1,0.4,1.2,37.5,0.11625980611586202,0.3,28.6,0.0,0.0,0.0,0.40088844108075256,1.0,35.7,2.0,6.4,31.2,58,17.8,5.9,13.6,43.3,1.436388306438806,7.8,32.9,3.5,4.2,82.5,0.3147107448397002,1.2067087841448108,1.2778850626127058,1.9,0.48022518331727365,0.48022518331727365,1.6,25.4,0,0,-2.5,32,0.3147107448397002,0.7,0.9080375901174345,0.3,0.2,0.5537276453102,60.0,40.0,0.0,1.0894379123920683,1.1300755581238948,3.3,HOU,10,17,3.6501243859558525,39.3,0.4,5.4,6.7,1.5984185171844898,8.6,10.5,788.4,Eric Gordon,16869267
113,Evan Fournier,42,30.0,11990.0,2.27,1.23,1.04,4.29,4.67,3.91,1.0296194171811581,2.6,56.5,0.6,1.2,50.0,0.47000362924573563,0.9,51.4,0.30748469974796055,0.9,34.2,0.9400072584914712,2.9,43.8,1.8,4.4,41.0,65,17.1,5.9,12.9,45.7,1.4724720573609429,6.7,41.3,2.6,3.3,78.8,0.2151113796169455,1.4724720573609429,1.5260563034950492,1.7,0.8415671856782188,0.47000362924573563,2.3,28.9,0,0,-0.8,28,0.2151113796169455,0.6,1.2237754316221157,0.2,0.4,0.5423242908253617,36.0,64.0,0.0,1.5518087995974639,1.2919836816486494,5.3,BOS,18,24,3.501344330267094,33.4,0.3,6.5,8.6,1.7369512327330598,12.8,14.4,1260.0,Evan Fournier,17150000
114,Facundo Campazzo,65,21.9,9022.3,1.71,0.93,0.78,4.39,4.68,4.09,0.5053311044483499,0.8,54.9,0.2,0.4,44.0,0.0,0.2,21.4,0.0,0.1,16.7,0.5998896870733628,1.3,40.2,0.6,1.9,33.3,325,6.1,1.8,4.8,38.1,1.0894379123920683,3.3,35.2,1.2,1.4,87.9,0.40088844108075256,1.3335580650389476,1.4933657411813466,1.1,1.0894379123920683,0.2842515373549917,2.0,17.1,1,0,1.2,30,0.15219181534192533,0.3,1.6934768395387994,0.3,0.6,0.8394392737746823,31.5,68.5,0.11,1.1432625624058486,1.3335580650389476,3.0,DEN,43,22,4.075212942626604,34.9,0.3,6.6,9.6,2.0673828253597084,10.1,11.9,1423.5,Facundo Campazzo,3200000
115,Frank Jackson,40,18.5,7531.5,1.43,0.77,0.65,4.32,4.63,4.0,1.0804299695849193,1.6,61.5,0.4,0.9,45.7,0.45981678393874253,0.8,40.0,0.177806876439428,0.2,28.6,1.0804299695849193,2.0,51.3,0.6,1.9,29.3,188,9.8,3.4,7.3,45.7,1.36581582977635,3.8,40.7,1.5,1.9,81.3,0.5757019256870471,1.5046778170885178,1.6641308269644581,0.9,0.5757019256870471,0.0,1.3,14.0,0,0,-0.3,23,0.0,0.0,0.6795415285041667,0.3,0.3,0.8595773700172653,46.2,53.8,0.0,1.414277532783361,1.414277532783361,3.2,DET,13,27,3.2545559740813066,17.2,0.2,1.8,2.3,1.1443949317735864,7.0,8.6,740.0,Frank Jackson,699115
116,Frank Kaminsky,47,15.2,5917.0,1.12,0.62,0.5,4.21,4.62,3.8,1.405838957192861,2.2,60.2,0.4,0.8,46.2,0.21256144198367288,0.3,40.0,0.0,0.2,18.2,0.5368011101692514,0.6,53.3,0.4,1.3,29.3,308,6.6,2.6,5.5,47.1,0.9775343571148737,1.8,36.5,0.8,1.3,61.7,1.0628942060660305,2.149311221640322,2.348865845558052,0.5,0.5368011101692514,0.666478933477784,1.5,15.4,2,0,1.2,28,1.7047480922384253,4.2,0.9775343571148737,0.1,0.1,0.38776553100876354,33.3,66.7,0.02,2.5151465349777187,1.4622802680978126,6.2,PHX,33,14,3.9588061443378106,17.5,0.1,2.7,4.5,1.7469089030627032,7.8,9.3,714.4,Frank Kaminsky,1737145
117,Fred VanVleet,52,36.5,14597.2,2.76,1.53,1.23,4.24,4.77,3.71,1.0207741506661918,3.9,45.9,0.2,0.9,26.1,0.3325506629680312,1.0,42.3,0.40088844108075256,1.1,44.6,0.5816797756939395,2.6,32.6,2.5,6.6,38.4,46,19.6,6.5,16.7,38.9,1.4480464695661954,9.2,36.6,3.3,3.7,88.5,0.4648534032694196,1.5152777560308033,1.6375326830040173,1.8,0.9845892984602912,0.5249716703228962,2.3,39.5,5,0,2.7,27,0.4648534032694196,1.4,1.5577119361331144,0.5,0.6,0.7347360042791943,45.8,54.2,0.02,1.2709911249300139,1.4480464695661954,5.9,TOR,22,30,4.070734696582967,68.1,0.7,12.8,17.3,2.162535438000704,10.8,13.3,1898.0,Fred VanVleet,21250000
118,Freddie Gillespie,20,19.6,8300.0,1.57,0.84,0.73,4.48,4.72,4.22,1.4164473992905782,2.7,64.2,0.4,1.1,33.3,0.3128723212803394,0.5,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,5.6,2.2,4.2,52.4,0.0,0.0,0.0,1.2,1.7,69.7,1.580450375560848,1.815289966638249,2.302585092994046,0.6,0.8266785731844679,1.042653635020065,2.2,16.4,0,0,-3.9,24,1.6175680385173505,5.3,1.2201674902459168,0.3,0.6,0.9757141523449557,38.9,61.1,0.1,2.4555689115453836,1.323115459498359,7.3,TOR,7,13,3.544207518241222,12.4,0.0,0.6,1.1,0.6514744841593773,2.5,2.7,392.0,Freddie Gillespie,363015
120,Gabe Vincent,50,13.1,5318.1,1.01,0.52,0.48,4.33,4.65,4.01,1.0728376659794945,1.1,60.7,0.1,0.3,21.4,0.0,0.1,40.0,0.0,0.2,28.6,0.6012662287303592,1.0,28.0,0.7,2.0,33.3,379,4.8,1.8,4.7,37.8,1.2451000957497989,3.0,30.9,0.4,0.5,87.0,0.4380086558406358,1.2451000957497989,1.3920032253402108,0.7,0.7415737744654197,0.0,1.6,8.9,1,0,-1.5,25,0.4380086558406358,0.6,1.458082304938539,0.1,0.3,0.6012662287303592,17.6,82.4,0.24,1.0728376659794945,1.7354987215166076,2.4,MIA,27,23,3.696294641622465,16.8,0.2,2.7,3.2,1.6858333426954213,9.4,11.0,655.0,Gabe Vincent,660750
121,Garrett Temple,56,27.3,10836.5,2.05,1.09,0.96,4.23,4.48,3.97,0.8963122649432688,1.9,57.1,0.2,0.3,50.0,0.2340726218464,0.5,39.3,0.12386948171278571,0.3,36.8,0.7824453182076424,2.4,36.0,0.4,1.3,29.7,260,7.6,2.8,6.8,41.5,0.9487260076273089,3.6,33.5,0.7,0.9,80.0,0.5064203302980742,1.3945023415377202,1.5736399065583213,1.0,0.7202491103377365,0.5064203302980742,2.3,17.2,0,0,0.9,35,0.33332757994174117,0.8,1.291258868860213,0.3,0.4,0.6539264674066639,40.0,60.0,0.07,1.6006078329858284,1.4578480534685156,5.6,CHI,25,31,3.3971599381156206,21.3,0.2,3.9,5.5,1.488077055429833,10.1,11.7,1528.8,Garrett Temple,4767000
122,Garrison Mathews,64,16.2,6559.9,1.24,0.63,0.61,4.36,4.57,4.17,0.36772478012531734,0.3,70.6,0.0,0.1,16.7,0.0,0.0,33.3,0.20067069546215124,0.1,80.0,0.8472978603872034,1.3,43.9,0.7,1.8,35.3,342,5.5,1.5,3.7,40.9,1.2992829841302609,3.1,38.4,1.3,1.5,88.4,0.5108256237659906,1.236762627148927,1.413693335308005,0.2,0.7472144018302211,0.20067069546215124,1.7,9.3,0,0,-2.1,24,0.20067069546215124,0.1,1.0216512475319812,0.1,0.2,0.5108256237659906,29.4,70.6,0.2,1.3581234841531944,1.3581234841531944,2.6,WAS,32,32,2.8716796248840124,8.8,0.1,0.7,1.0,0.7472144018302211,5.5,6.5,1036.8,Garrison Mathews,688052
123,Gary Clark,39,16.8,6762.3,1.28,0.7,0.58,4.29,4.54,4.04,0.3566749439387324,0.3,61.5,0.0,0.2,16.7,0.0,0.0,0.0,0.0,0.1,0.0,0.7282385003712153,1.5,35.1,0.3,1.3,21.6,446,3.1,1.0,3.4,30.3,0.9985288301111273,2.8,28.7,0.2,0.3,80.0,0.9985288301111273,1.7047480922384253,1.9760631872260008,0.4,0.49643688631389105,0.3566749439387324,0.9,8.9,0,0,-2.8,26,0.7282385003712153,1.0,0.9985288301111273,0.3,0.1,0.6190392084062235,71.4,28.6,0.03,1.6236225474260568,1.488077055429833,3.5,PHI,12,27,3.7711175523509084,10.7,0.1,1.4,2.0,1.074514737089049,4.0,4.8,655.2,Gary Clark,2018458
124,Gary Harris,39,27.7,10843.3,2.05,1.07,0.98,4.26,4.36,4.15,1.1247420413043407,3.1,51.6,0.2,0.6,28.0,0.23105441601508878,0.5,36.8,0.23105441601508878,0.6,26.1,0.7745774283478691,2.3,41.6,0.5,1.7,27.3,186,9.9,3.5,8.8,40.0,0.939838020344789,3.6,34.0,1.6,2.0,82.1,0.5006658847068661,1.0816215886726643,1.2807332637745,0.9,0.6469709256709609,0.3292258281004457,1.8,17.4,0,0,-2.1,26,0.3292258281004457,0.6,1.3835831077645147,0.4,0.4,0.7128082249591025,48.4,51.6,0.05,0.939838020344789,1.3835831077645147,3.5,ORL,15,24,3.1282478074083824,23.2,0.3,3.6,5.1,1.415642843674737,11.9,14.3,1080.3,Gary Harris,19610714
125,George Hill,30,22.4,8726.4,1.65,0.91,0.75,4.16,4.46,3.85,1.0745147370890493,2.0,61.7,0.3,0.7,50.0,0.39348891706144873,0.7,47.6,0.2787134024690205,0.4,46.2,0.5897688261061103,1.2,40.0,0.6,1.6,37.5,224,8.7,3.2,6.6,48.2,0.9582549309731873,2.7,38.8,1.3,1.7,80.0,0.5897688261061103,1.2269217373114807,1.4384801142904609,1.0,0.8266785731844679,0.2787134024690205,1.0,16.6,0,0,-0.3,35,0.2787134024690205,0.5,1.1279399037626296,0.3,0.4,0.7537718023763802,42.9,57.1,0.07,1.2269217373114807,1.4384801142904609,3.5,PHI,16,14,3.889631315113245,30.3,0.3,4.9,6.0,1.7047480922384253,8.2,9.5,672.0,George Hill,9590602
126,Georges Niang,72,16.0,6549.2,1.24,0.68,0.56,4.37,4.84,3.9,0.5158131652770297,0.6,51.2,0.3,0.5,61.1,0.20294084399669038,0.4,28.6,0.0,0.0,0.0,1.1786549963416462,2.3,42.3,0.8,1.8,42.7,288,6.9,2.5,5.6,43.7,1.5738107347909491,4.1,42.5,0.3,0.3,95.7,0.6418538861723947,1.7448425494403035,1.856297990365626,0.7,0.5158131652770297,0.20294084399669038,1.6,11.8,1,0,4.9,28,0.6418538861723947,0.9,0.8544153281560675,0.2,0.1,0.5158131652770297,54.2,45.8,0.0,1.5738107347909491,1.3083328196501787,2.9,UTA,52,20,3.9219733362813143,14.5,0.1,1.8,2.2,1.2455944790167555,3.7,4.9,1152.0,Georges Niang,1783557
127,Giannis Antetokounmpo,61,33.0,12453.7,2.36,1.27,1.08,4.04,4.6,3.53,2.217225244042889,9.5,78.8,0.7,2.1,33.1,0.4353180712578455,1.5,34.8,0.2831262559159201,1.1,32.3,0.1973594341584952,0.7,37.5,1.0,3.2,30.6,5,28.1,10.3,18.0,56.9,0.7884573603642703,3.6,30.3,6.5,9.5,68.5,1.0099466515824533,2.420772087452125,2.5649493574615367,3.4,0.8368539012261204,0.8368539012261204,2.8,53.9,41,7,6.7,26,1.399838586227648,6.5,1.157452788691043,0.6,0.5,0.7884573603642703,55.1,44.9,0.03,1.830397261933469,1.6590935028799614,8.6,MIL,40,21,3.8321923964722076,46.5,0.5,11.4,15.6,2.090741096933769,14.1,15.7,2013.0,Giannis Antetokounmpo,27528088
128,Glenn Robinson III,23,16.1,6950.6,1.32,0.7,0.62,4.58,4.91,4.26,0.8508408224635478,1.3,46.7,0.4,0.7,66.7,0.0,0.2,25.0,0.0,0.3,16.7,0.8508408224635478,1.4,43.8,0.1,0.5,16.7,357,5.3,1.8,4.3,42.4,0.9420432279765697,1.9,36.4,0.9,1.0,91.3,0.7504781122990537,1.471103522050127,1.6996532609517165,0.5,0.36963408858123753,0.2017993637535255,1.0,9.3,0,0,-5.7,27,0.0,0.1,0.9420432279765697,0.1,0.3,0.513307014617376,25.0,75.0,0.0,1.8510435265880454,1.5211835272048735,4.0,SAC,9,14,3.32619714980168,11.4,0.0,1.5,2.3,1.1743456767689038,7.2,8.7,370.3,Glenn Robinson III,1165322
130,Goran Dragic,50,26.7,10683.5,2.02,1.13,0.89,4.25,4.76,3.74,1.1915362392849276,3.2,54.4,0.3,0.9,35.6,0.6646552247656392,1.4,47.8,0.23875144898020073,0.6,35.5,0.5927679952523232,1.3,44.8,1.3,3.6,35.2,114,13.4,4.8,11.1,43.2,1.2316754068752718,4.9,37.3,2.0,2.4,82.8,0.5153099362133192,1.5912968253634503,1.719953656364489,2.4,0.6646552247656392,0.23875144898020073,2.3,24.2,1,0,0.8,35,0.33967736757016137,0.7,1.06043971516308,0.4,0.3,0.6646552247656392,52.9,47.1,0.1,1.2316754068752718,1.2316754068752718,3.5,MIA,30,20,4.058697978596085,49.0,0.5,9.2,11.8,2.1301026137850796,10.4,13.0,1335.0,Goran Dragic,18000000
131,Gordon Hayward,44,34.0,13938.2,2.64,1.46,1.18,4.39,4.91,3.88,1.2939210409888755,3.9,63.0,0.8,2.2,37.1,0.7221347174331975,2.1,45.7,0.6135945488579917,1.6,47.8,0.6693365318662268,2.0,45.3,1.2,3.2,36.7,45,19.6,7.1,15.0,47.3,1.102526187989246,4.7,41.5,3.5,4.2,84.3,0.6135945488579917,1.83961549040569,1.9805957070432034,2.1,0.820038932414569,0.2758476148047781,1.7,35.3,2,0,0.4,31,0.2758476148047781,0.8,1.102526187989246,0.5,0.4,0.6693365318662268,51.3,48.7,0.02,1.4545026111464243,1.3225398462945281,5.7,CHA,24,20,3.8581257043611377,43.1,0.3,7.6,11.0,1.8053916180181127,9.4,10.9,1496.0,Gordon Hayward,28500000
132,Gorgui Dieng,38,14.6,5611.3,1.06,0.58,0.49,4.09,4.32,3.85,1.1691260729957678,1.3,69.4,0.2,0.4,53.3,0.40088844108075256,0.4,56.3,0.220400065368459,0.3,33.3,0.5537276453102,0.7,40.7,0.5,1.2,43.2,293,6.8,2.2,4.3,52.1,1.0894379123920683,1.8,42.9,1.5,1.8,86.6,1.3116593797313099,2.0029598376980906,2.3148384797998105,0.8,1.002845383576101,0.6862743012721833,1.5,15.6,0,0,-1.8,31,1.8210078983542872,4.5,1.5472710060175487,0.2,0.2,0.6862743012721833,56.3,43.8,0.08,2.290179696136558,1.5984185171844898,5.3,SAS,14,24,3.8576969987732337,15.7,0.0,1.9,3.0,1.436388306438806,6.7,6.9,554.8,Gorgui Dieng,17587688
134,Grayson Allen,50,25.2,10326.9,1.96,1.05,0.91,4.38,4.7,4.04,0.6931471805599453,1.2,59.7,0.3,0.8,39.0,0.25131442828090617,0.6,41.4,0.0,0.1,0.0,0.6190392084062235,1.7,33.7,1.6,3.8,41.1,173,10.6,3.5,8.3,41.8,1.3862943611198906,5.5,39.1,1.6,1.8,86.8,0.4519851237430574,1.6094379124341003,1.7176514970743333,1.0,0.8266785731844679,0.25131442828090617,1.4,20.0,0,0,0.2,25,0.3566749439387324,0.5,0.8873031950009027,0.2,0.2,0.5389965007326869,50.0,50.0,0.06,1.2321436812926323,1.455287232606842,4.0,MEM,26,24,3.5179216559702966,23.8,0.4,3.9,5.5,1.580450375560848,9.4,11.6,1260.0,Grayson Allen,2545320
136,Harrison Barnes,58,36.3,14593.8,2.76,1.51,1.26,4.35,4.8,3.91,1.3548122228495383,4.6,62.7,0.7,1.5,45.5,0.1809431968238333,0.4,38.5,0.0,0.1,33.3,0.527219433541667,1.8,41.2,1.0,2.6,37.9,75,16.1,5.5,11.1,49.7,0.9880346367329964,4.4,39.1,3.4,4.1,83.0,0.7375989431307791,1.864784604242945,2.0209453349982276,1.6,0.527219433541667,0.1809431968238333,1.3,30.4,6,0,-1.0,29,0.5841068079437185,1.9,0.870636142515691,0.5,0.3,0.5841068079437185,56.5,43.5,0.03,1.679642171107349,1.2468422880856405,6.9,SAC,25,33,3.705476495269237,30.2,0.5,6.1,8.9,1.6419611041396605,8.7,10.6,2105.3999999999996,Harrison Barnes,22215909
137,Hassan Whiteside,36,15.2,5679.6,1.08,0.57,0.51,3.96,4.16,3.76,1.7469089030627032,3.0,66.4,1.0,2.2,46.2,0.666478933477784,0.8,50.0,0.21256144198367288,0.3,45.5,0.0,0.0,100,0.0,0.0,0.0,239,8.1,3.5,6.2,56.3,0.0,0.0,0.0,1.1,2.2,51.9,1.614687268320244,2.414503009198031,2.7219877089459916,1.1,0.5368011101692514,1.405838957192861,2.0,19.6,4,0,-2.9,32,1.7047480922384253,4.3,0.666478933477784,0.3,0.2,0.7812544480702122,63.2,36.8,0.03,2.706294274399945,1.405838957192861,7.2,SAC,16,20,3.604496199530576,11.7,0.0,0.9,1.4,0.8842024173226545,3.7,4.1,547.1999999999999,Hassan Whiteside,2320044
142,Isaiah Joe,41,9.3,3941.8,0.75,0.4,0.34,4.45,4.76,4.13,0.0,0.1,25.0,0.0,0.2,16.7,0.0,0.1,25.0,0.5733459807473247,0.3,50.0,0.7707054149058198,0.8,34.5,0.7,1.9,38.0,427,3.7,1.2,3.2,36.1,1.583292632329778,2.6,36.8,0.4,0.6,75.0,0.3272129112084162,1.3109449238781037,1.5004867286455457,0.3,0.7707054149058198,0.3272129112084162,0.8,6.4,0,0,0.0,21,0.3272129112084162,0.2,1.076872302031704,0.1,0.1,0.5733459807473247,50.0,50.0,0.07,1.2007417837444894,1.659762996321616,1.7,PHI,22,19,3.681594921699307,9.8,0.1,1.2,1.3,1.3109449238781037,4.9,6.6,381.3,Isaiah Joe,898310
146,JJ Redick,44,16.4,6980.2,1.32,0.73,0.59,4.49,4.97,4.0,0.19845093872383823,0.2,71.4,0.0,0.0,0.0,0.3639653772014116,0.4,43.8,0.6302333551493761,0.9,44.4,1.0904489780289488,2.2,39.8,0.9,2.5,35.8,268,7.4,2.4,6.1,39.7,1.456911928333844,4.0,37.1,1.1,1.2,94.2,0.19845093872383823,1.4044217457124473,1.456911928333844,0.8,0.505935638471799,0.19845093872383823,1.1,11.1,0,0,0.0,37,0.6302333551493761,0.8,0.505935638471799,0.1,0.1,0.505935638471799,45.5,54.5,0.18,0.7407752295491999,1.161625256496844,1.4,DAL,22,22,3.3781700483908454,16.1,0.2,2.3,2.9,1.5067837583740171,9.0,12.7,721.5999999999999,JJ Redick,13013700
148,JaMychal Green,58,19.3,7413.1,1.4,0.76,0.64,4.1,4.33,3.86,1.2310636509468007,2.1,61.2,0.2,0.5,45.2,0.0,0.1,20.0,0.1710318146493541,0.2,23.1,0.7510249671379162,1.6,38.9,0.8,1.9,40.7,240,8.1,3.0,6.4,46.3,1.2840952218556383,3.4,39.9,0.8,1.0,80.7,1.334455512981766,1.9678729645044066,2.297910973863671,0.9,0.5573927414474762,0.5573927414474762,2.5,16.8,1,0,1.7,31,0.9853526856035435,2.1,0.9131770812008756,0.1,0.2,0.5573927414474762,36.4,63.6,0.02,1.5540456916900829,1.4719014710680625,3.8,DEN,38,20,3.5485149986580025,16.5,0.2,1.8,2.3,1.1157359947467012,5.0,6.0,1119.4,JaMychal Green,7199760
149,JaVale McGee,46,14.8,5565.6,1.05,0.57,0.48,4.0,4.22,3.78,1.8486676014999346,3.3,65.1,0.7,1.7,40.3,0.21772348384487053,0.4,25.0,0.21772348384487053,0.2,57.1,0.0,0.2,25.0,0.1,0.4,17.6,272,7.3,3.1,6.1,51.1,0.21772348384487053,0.5,20.8,1.0,1.5,65.7,1.6361061595162616,2.252713262953873,2.6136405166311354,1.3,0.6795415285041667,1.3658158297763499,2.6,18.3,1,0,-1.9,33,1.7266201670570935,4.4,1.4260346897694047,0.3,0.1,0.7958013346200284,68.2,31.8,0.02,2.350087426979049,1.3017369730918276,5.0,DEN,21,25,3.8700742502253003,14.6,0.1,1.8,2.2,1.3017369730918276,4.4,5.6,680.8000000000001,JaVale McGee,4200000
151,Jae Crowder,60,27.5,10670.8,2.02,1.12,0.9,4.17,4.64,3.71,0.5035263212843791,0.8,60.9,0.1,0.3,40.0,0.1230218145126628,0.2,25.0,0.1230218145126628,0.2,40.0,0.9442595682300015,2.9,40.1,1.5,3.9,37.7,184,10.1,3.3,8.2,40.4,1.4522523289116882,6.3,38.9,1.0,1.3,76.0,0.5035263212843791,1.8715224174928569,1.9674937207224878,0.9,0.7165085304731191,0.5035263212843791,2.1,21.7,0,0,3.6,30,0.7165085304731191,1.7,1.0864170155742914,0.3,0.3,0.5796730301279492,47.1,52.9,0.13,1.6714733033535532,1.4211348657806109,5.7,PHX,42,18,3.8683940447588365,24.5,0.2,3.3,5.2,1.4211348657806109,5.9,6.7,1650.0,Jae Crowder,9258000
152,Jae'Sean Tate,70,29.2,11203.9,2.12,1.14,0.99,4.17,4.49,3.85,1.5984185171844898,4.9,65.6,0.4,0.9,40.0,0.0,0.2,9.1,0.0,0.1,16.7,0.48022518331727365,1.5,31.4,0.4,1.3,30.9,155,11.3,4.5,8.9,50.6,0.746493161265238,2.8,30.8,1.5,2.1,69.4,1.2067087841448108,1.6705458984748822,2.0194588370781257,1.4,0.9080375901174345,0.48022518331727365,3.2,25.4,3,0,-2.7,25,1.002845383576101,3.4,1.3116593797313099,0.3,0.8,0.857035035665062,28.4,71.6,0.2,1.6934768395387994,1.5472710060175487,6.6,HOU,17,53,3.5490661405562873,25.5,0.2,5.2,6.8,1.5206815518283092,9.3,10.6,2044.0,Jae'Sean Tate,1445697
153,Jake Layman,45,13.9,5828.1,1.1,0.61,0.49,4.46,4.98,3.94,1.5316707911069276,2.0,70.0,0.0,0.2,22.2,0.0,0.0,0.0,0.23031204079282225,0.1,75.0,0.41738420034537466,0.9,21.4,0.3,0.8,40.0,364,5.1,2.0,4.1,49.5,0.8307171696541528,1.7,29.5,0.6,0.8,70.3,0.5749144034972855,1.4129152765253186,1.5861471944280043,0.6,0.9376438563447241,0.7109729645125458,1.0,10.5,0,0,-1.8,27,0.41738420034537466,0.4,1.2032531209555424,0.1,0.3,0.7109729645125458,27.8,72.2,0.04,1.7337543152867114,1.2781321626208269,2.8,MIN,12,33,3.357323171918042,10.5,0.1,1.3,1.5,1.034233626854674,5.8,6.6,625.5,Jake Layman,3761085
154,Jakob Poeltl,69,26.7,10761.8,2.04,1.09,0.95,4.39,4.67,4.1,1.6447616732645087,4.6,67.8,0.5,1.1,47.4,0.23875144898020073,0.5,43.8,0.0,0.1,0.0,0.0,0.0,100,0.0,0.0,0.0,227,8.6,3.8,6.2,61.6,0.0,0.0,0.0,0.9,1.8,50.8,1.6704590187597932,2.011150670923714,2.4554508384973874,1.2,0.6646552247656392,1.2316754068752718,2.5,27.2,15,0,1.6,25,2.1301026137850796,12.0,1.012621840812587,0.4,0.2,0.5927679952523232,69.0,31.0,0.04,2.811836444535659,1.5912968253634503,14.4,SAS,32,37,3.8205481579541583,19.5,0.2,2.8,4.6,1.377831687201157,5.9,6.7,1842.3,Jakob Poeltl,8101852
157,Jamal Murray,48,35.5,13897.4,2.63,1.44,1.19,4.22,4.56,3.88,1.1408980001642144,3.0,67.8,0.7,1.4,52.2,0.7001647532185918,2.0,50.0,0.7492878622887191,2.6,43.3,0.7001647532185918,2.5,40.5,1.8,4.6,39.3,35,21.2,7.9,16.5,47.7,1.3185582448567919,6.6,40.8,2.8,3.2,86.9,0.5940269347622036,1.469366062887745,1.6206425114469634,2.3,0.840838411201654,0.2656092646108183,2.0,35.8,1,0,6.3,24,0.840838411201654,2.8,1.203691074502971,0.5,0.5,0.7001647532185918,50.0,50.0,0.08,1.2336683400058557,1.469366062887745,5.7,DEN,31,17,3.90143190594632,57.4,1.0,9.6,12.2,1.9861363927106135,10.1,13.0,1704.0,Jamal Murray,27285000
158,James Harden,44,36.6,12426.4,2.35,1.31,1.04,3.63,4.06,3.2,1.468855961812911,5.7,59.6,1.3,2.6,48.2,0.17958557697507987,0.6,40.0,0.17958557697507987,0.3,63.6,0.39998564234353884,1.2,41.5,2.2,6.1,35.9,21,24.6,7.8,16.7,46.6,1.3228481393809284,7.6,36.2,6.3,7.3,86.1,0.5804740180558324,2.0773902589092788,2.1713928827226954,4.0,0.7794752640484423,0.5804740180558324,2.3,52.1,32,12,2.3,31,0.39998564234353884,1.3,1.240984269302755,0.3,0.3,0.5238551240563244,50.0,50.0,0.02,1.2690234893671481,0.8658598782472631,4.0,BKN,31,13,4.174891556341019,74.3,1.0,18.8,26.8,2.5947652306866917,16.6,19.3,1610.4,James Harden,35000000
