,PLAYER,GP,MIN,DIST.FEET,DIST.MILES,DIST.MILESOFF,DIST.MILESDEF,AVGSPEED,AVGSPEEDOFF,AVGSPEEDDEF,LESSTHAN5FT.FGM,LESSTHAN5FT.FGA,LESSTHAN5FT.FG%,5-9FT.FGM,5-9FT.FGA,5-9FT.FG%,10-14FT.FGM,10-14FT.FGA,10-14FT.FG%,15-19FT.FGM,15-19FT.FGA,15-19FT.FG%,20-24FT.FGM,20-24FT.FGA,20-24FT.FG%,25-29FT.FGM,25-29FT.FGA,25-29FT.FG%,UNNAMED:0,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AGE,SCREENASSISTS,SCREENASSISTSPTS,DEFLECTIONS,OFFLOOSEBALLSRECOVERED,DEFLOOSEBALLSRECOVERED,LOOSEBALLSRECOVERED,%LOOSEBALLSRECOVEREDOFF,%LOOSEBALLSRECOVEREDDEF,CHARGESDRAWN,CONTESTED2PTSHOTS,CONTESTED3PTSHOTS,CONTESTEDSHOTS,TEAM,W,L,PASSESMADE,PASSESRECEIVED,SECONDARYAST,POTENTIALAST,ASTPTSCREATED.1,ASTADJ,ASTTOPASS%,ASTTOPASS%ADJ,TOTALMIN,Player,2020/21
159,James Johnson,51,20.4,7973.4,1.51,0.81,0.7,4.16,4.52,3.81,1.4708517491479538,2.9,64.0,0.2,0.7,30.6,0.16251892949777494,0.3,28.6,0.16251892949777494,0.1,50.0,0.4248831939652659,1.2,24.2,0.3,1.1,29.8,273,7.2,2.9,6.4,44.6,0.7221347174331975,2.4,25.8,0.9,1.5,59.2,0.7221347174331975,1.7819071727850435,1.9708077006770406,1.1,0.8803587226480919,0.8803587226480919,2.4,18.1,0,0,-2.5,34,0.8803587226480919,2.1,1.2443240998495033,0.2,0.2,0.5340824859302581,52.6,47.4,0.0,1.8111775550851565,1.7206635475443248,5.5,NOP,21,30,3.531537412795695,18.8,0.1,3.4,4.9,1.5856272637403819,10.2,11.5,1040.3999999999999,James Johnson,16047100
164,Javonte Green,41,11.6,4779.6,0.91,0.47,0.43,4.35,4.5,4.19,1.3331845358059422,1.4,68.5,0.1,0.3,30.0,0.2702903297399117,0.2,42.9,0.0,0.0,0.0,0.6580558607486752,0.5,47.4,0.0,0.3,9.1,430,3.6,1.3,2.5,52.0,0.4828517717235845,0.7,33.3,0.7,1.0,75.0,1.051544777810124,1.4847344339331432,1.8367108570903212,0.5,1.154492747062566,0.2702903297399117,1.1,8.3,0,0,0.4,27,0.4828517717235845,0.6,1.6761292869327724,0.3,0.1,0.807091439909163,66.7,33.3,0.0,1.3331845358059422,1.2478246868547855,1.7,CHI,19,22,3.550409779848831,8.5,0.0,1.0,1.1,0.9367692632176958,3.8,4.5,475.59999999999997,Javonte Green,1517981
166,Jaylen Brown,58,34.5,13405.5,2.54,1.36,1.18,4.13,4.45,3.81,1.5812173447918492,5.8,62.9,1.0,2.5,39.3,0.6069260051128165,1.7,48.5,0.6069260051128165,1.6,47.8,0.8118959333362876,2.8,44.1,1.8,4.6,38.7,20,24.7,9.3,19.2,48.4,1.3665352111394282,7.1,39.7,3.3,4.3,76.4,0.8118959333362876,1.7932076954044198,1.9824995964876053,2.7,0.8118959333362876,0.48617648849133654,2.9,39.5,10,0,1.2,24,0.18954180476744178,0.5,1.1604297196913202,0.5,0.5,0.7644562082647274,49.2,50.8,0.0,1.1926040767191763,1.418382675671391,5.2,BOS,30,28,3.4975610248243756,42.1,0.4,5.7,8.7,1.663596662696248,11.0,13.4,2001.0,Jaylen Brown,25035118
169,Jeff Green,68,27.0,9678.6,1.83,0.95,0.88,3.81,4.05,3.59,1.2237754316221157,2.6,67.0,0.2,0.7,27.1,0.3364722366212129,0.5,57.6,0.125163142954006,0.2,31.3,0.7884573603642703,2.2,43.2,0.6,1.5,39.2,164,11.0,3.8,7.8,49.2,1.0986122886681098,3.7,41.2,1.8,2.4,77.6,0.5108256237659906,1.7107904066943878,1.8245492920510458,0.8,0.5108256237659906,0.42744401482693956,1.8,20.0,0,0,1.7,34,1.1837700970084166,4.1,0.9028677115420144,0.1,0.2,0.42744401482693956,40.0,60.0,0.07,1.9070703157390492,1.496642418288756,6.9,BKN,44,24,3.5667118201397288,23.6,0.3,3.0,4.4,1.2992829841302609,6.2,7.7,1836.0,Jeff Green,2564753
170,Jeff Teague,55,17.3,6287.3,1.19,0.64,0.55,3.89,4.17,3.61,1.0552984315988498,1.6,58.1,0.3,1.1,32.8,0.34796661604694806,0.6,39.4,0.18904265746703197,0.3,22.2,0.34796661604694806,0.6,31.3,0.5,1.0,48.2,297,6.7,2.2,5.2,43.3,0.8987975744266379,1.5,43.9,1.6,1.9,84.8,0.4850630748359668,1.3097378624228913,1.4654473890194406,1.2,0.8102877491206673,0.34796661604694806,1.0,13.6,0,0,1.0,33,0.34796661604694806,0.5,1.2519368635330623,0.2,0.3,0.6056101793795017,41.7,58.3,0.0,1.190588839628552,1.416189825916517,2.6,MIL,27,28,3.9509101814167367,27.7,0.2,4.5,6.1,1.9508524984897482,9.8,11.7,951.5,Jeff Teague,3372826
171,Jerami Grant,54,33.9,12828.3,2.43,1.38,1.05,4.09,4.48,3.67,1.4317075697795922,5.0,58.8,0.7,1.9,38.5,0.3540165462721224,1.3,31.0,0.6707748828054123,2.2,41.2,0.6707748828054123,2.4,35.1,1.5,4.3,35.7,29,22.3,7.4,17.3,42.9,1.172509534870151,6.1,35.0,5.4,6.4,84.5,0.4929680063659843,1.6578065802853847,1.7723992219435134,2.0,0.4929680063659843,0.7738703918323865,2.3,35.2,3,0,-2.2,27,0.4259037757854383,1.1,0.8216882661828793,0.4,0.2,0.4929680063659843,64.5,35.5,0.11,1.5733979759509036,1.2665736085942285,5.9,DET,15,39,3.724733375960182,44.1,0.5,5.6,7.0,1.5511336054535039,7.4,9.1,1830.6,Jerami Grant,19050000
172,Jeremy Lamb,36,21.3,8530.8,1.62,0.87,0.75,4.27,4.66,3.9,0.9247059287994395,1.7,51.7,0.4,0.9,41.2,0.6125174461598362,1.0,51.4,0.1561607307552825,0.5,23.5,0.2911970145592254,0.6,34.8,1.2,2.9,42.7,183,10.1,3.3,7.7,43.5,1.2137836748901951,3.6,40.6,2.0,2.1,94.7,0.7807452398779311,1.7751910428808222,1.9579102930584238,0.6,0.9247059287994395,0.7001647532185918,2.0,20.8,0,0,-0.4,29,0.2911970145592254,0.5,1.2627730620904685,0.3,0.2,0.5164436160702139,60.0,40.0,0.06,1.4377636963493707,1.4771130351379187,3.9,IND,16,20,3.8129027596304046,24.2,0.4,2.9,3.9,1.5149724461813412,5.6,8.1,766.8000000000001,Jeremy Lamb,10500000
173,Jevon Carter,60,11.9,4883.6,0.92,0.48,0.45,4.4,4.55,4.26,0.47314993493510055,0.3,55.6,0.1,0.2,45.5,0.26430162380771727,0.2,60.0,0.6458265243698732,0.5,57.7,0.7930305390662352,1.1,37.1,0.5,1.6,34.1,403,4.1,1.6,3.7,42.2,1.314446276933606,2.5,37.1,0.1,0.1,57.1,0.6458265243698732,1.5959013267165671,1.7116000413909778,0.3,0.921320080279157,0.47314993493510055,0.9,9.4,1,0,0.5,25,0.26430162380771727,0.3,1.532611316041385,0.1,0.2,0.6458265243698732,35.3,64.7,0.0,1.2296896923310656,1.2296896923310656,1.5,PHX,42,18,3.6109179126442243,11.7,0.2,2.1,3.3,1.7647883524532626,9.9,13.4,714.0,Jevon Carter,3925000
174,Jimmy Butler,52,33.5,13128.2,2.49,1.32,1.17,4.18,4.44,3.91,1.7071874483741736,6.5,64.1,1.0,2.2,43.9,0.6204159869623868,2.0,39.6,0.4300363688386697,1.2,41.9,0.2794392382200692,1.1,32.1,0.2,1.0,22.6,33,21.5,7.0,14.2,49.7,0.4300363688386697,2.0,24.5,6.9,8.0,86.3,1.0764785883221002,1.8688126380532253,2.1300069592890463,2.1,1.1807194540080044,0.2794392382200692,1.4,45.6,17,4,3.8,31,0.5608942880030299,1.8,1.5604984833938784,0.6,0.6,0.8283562695421898,51.6,48.4,0.12,1.1471655140851005,1.21318398221471,4.2,MIA,33,19,4.094294809740686,58.9,0.7,13.8,18.2,2.283600041839153,12.9,15.0,1742.0,Jimmy Butler,34379100
175,Joe Harris,69,31.0,12403.6,2.35,1.31,1.04,4.28,4.82,3.75,0.9201542266991997,2.1,59.9,0.2,0.4,53.6,0.3815249005621561,0.7,53.1,0.2088483111273832,0.4,42.9,0.9201542266991997,2.5,51.4,1.8,4.1,45.2,103,14.1,5.2,10.2,50.5,1.5260563034950492,6.4,47.5,0.7,0.9,77.8,0.528728915258518,1.5004867286455457,1.644929597027515,0.9,0.5949295524144992,0.2088483111273832,2.0,23.0,0,0,5.1,29,0.4578330936254803,1.3,0.8727769456881885,0.5,0.3,0.6570184564714399,60.4,39.6,0.04,1.7511614639572524,1.3911214018682065,6.8,BKN,45,24,3.402272072791921,26.4,0.3,3.5,4.9,1.2683096922336679,7.5,9.0,2139.0,Joe Harris,16071429
176,Joe Ingles,67,27.9,10875.1,2.06,1.14,0.92,4.16,4.58,3.74,0.8286926725561693,1.5,67.0,0.2,0.5,41.7,0.12136085700426753,0.2,57.1,0.0,0.0,0.0,0.8835009090511642,2.4,46.6,1.6,3.6,44.9,143,12.1,4.1,8.4,48.9,1.5004867286455457,6.1,45.1,1.1,1.3,84.4,0.4161603972249123,1.6349169977350855,1.7307987694383677,1.7,0.6435502394205732,0.22957444164450017,1.8,24.4,2,0,6.8,33,0.4161603972249123,1.0,0.9354606479818754,0.3,0.2,0.49783842823917956,53.1,46.9,0.01,0.9848534033114518,1.1611326456494435,3.0,UTA,47,20,4.1234856971296,46.1,0.7,9.8,13.2,2.225495011274475,10.1,13.5,1869.3,Joe Ingles,10363637
177,Joel Embiid,51,31.1,11006.3,2.08,1.1,0.98,3.79,4.01,3.57,1.619674726076387,5.3,67.2,1.1,2.6,41.4,1.1260981627042042,3.6,49.7,0.870903132538525,2.6,46.7,0.45665121561528643,1.0,52.0,0.9,2.5,35.7,4,28.5,9.0,17.6,51.3,0.8212377537173385,3.0,37.7,9.2,10.7,85.9,1.2659961070742682,2.37243504617049,2.5855131175733477,3.1,0.7689762247924476,0.9633952010616285,2.4,49.3,31,0,7.9,27,1.4448362405380804,6.0,1.0480520701303455,0.6,0.4,0.7689762247924476,56.9,43.1,0.08,2.246031754239683,1.087836322323618,8.9,PHI,39,12,3.9454764395651774,49.6,0.5,4.4,7.1,1.619674726076387,6.5,7.9,1586.1000000000001,Joel Embiid,29542010
179,John Konchar,43,13.4,5723.7,1.08,0.58,0.51,4.53,4.77,4.29,1.2290293841632736,1.4,68.4,0.1,0.4,33.3,0.0,0.2,28.6,0.0,0.1,66.7,0.5910979262057751,0.8,36.4,0.2,0.5,39.1,400,4.3,1.6,3.2,50.0,0.851553185957342,1.3,37.5,0.6,0.7,83.3,1.1471655140851005,1.9330344346952681,2.203836171668532,0.4,1.0579975695139194,0.4300363688386697,0.9,11.8,0,0,0.4,25,0.4300363688386697,0.4,1.5024176453579097,0.2,0.2,0.7297813137397257,56.3,43.8,0.02,1.375037206595256,1.375037206595256,2.2,MEM,23,20,3.707730502082739,10.6,0.2,2.6,2.9,1.5024176453579097,7.4,8.6,576.2,John Konchar,2100000
180,John Wall,40,32.2,11197.6,2.12,1.14,0.98,3.72,4.01,3.43,1.6143945520740286,6.7,52.8,0.5,1.1,40.0,0.36963408858123753,0.9,41.2,0.578077850775158,2.4,27.8,0.578077850775158,1.8,41.4,1.6,5.1,30.2,38,20.6,7.3,18.2,40.4,1.1743456767689038,6.2,31.7,4.0,5.3,74.9,0.36963408858123753,1.418382675671391,1.5211835272048735,3.5,0.8019180235038158,0.6389074116229486,1.2,36.7,7,1,-4.2,30,0.0,0.0,1.208311205924534,0.6,0.4,0.6962479582381935,59.5,40.5,0.03,1.5453133842645617,0.8974813999166588,4.5,HOU,12,28,4.0929979001860906,68.9,0.7,14.4,18.2,2.308159588693172,13.0,15.3,1288.0,John Wall,35000000
181,Jonas Valanciunas,62,28.3,10403.6,1.97,1.03,0.94,4.01,4.23,3.79,1.924480757599414,6.9,66.0,1.5,2.8,53.4,0.4922801564429965,1.0,47.5,0.2266708918321782,0.3,66.7,0.11974420514160695,0.4,40.9,0.2,0.6,35.9,66,17.1,7.1,12.0,59.2,0.3232606623421282,0.9,36.8,2.5,3.3,77.3,1.8270538470943203,2.458349815338555,2.827376346037059,1.6,0.567159198108281,0.7630818934162606,2.9,37.6,49,0,2.2,29,1.8866412458984851,9.4,0.7630818934162606,0.4,0.3,0.7019423120127727,55.1,44.9,0.02,2.500972425454766,1.3005670934559896,10.9,MEM,32,30,3.911528183377262,28.7,0.2,2.7,4.2,1.3005670934559896,4.7,5.4,1754.6000000000001,Jonas Valanciunas,15000000
182,Jordan Clarkson,68,26.7,11052.6,2.09,1.16,0.93,4.43,4.89,3.96,1.1060750098696992,2.5,60.9,1.6,3.2,48.4,0.5927679952523232,1.1,50.0,0.0,0.0,0.0,0.8536978822326711,3.1,31.8,2.1,5.7,36.3,57,18.4,6.7,15.8,42.5,1.6447616732645087,8.8,34.7,1.9,2.1,89.6,0.6646552247656392,1.6955125212053435,1.855244064394191,1.7,0.7945673590058486,0.1264841471091197,1.6,28.4,0,0,4.4,29,0.23875144898020073,0.5,1.012621840812587,0.3,0.5,0.731719455346185,40.4,59.6,0.01,1.1915362392849276,1.2316754068752718,3.5,UTA,49,19,3.4361595442242954,31.6,0.4,4.4,6.4,1.6183865180101145,11.1,13.3,1815.6,Jordan Clarkson,11500000
183,Jordan McLaughlin,51,18.4,7842.7,1.49,0.81,0.67,4.56,5.04,4.08,1.0155456899694963,2.0,46.0,0.3,0.8,41.0,0.1786917887433759,0.2,55.6,0.0,0.0,0.0,0.4618180446592961,0.8,31.0,0.4,0.9,41.7,370,5.0,2.0,4.7,41.3,0.7765287894989963,1.8,35.9,0.5,0.6,76.7,0.5780778507751582,1.4646634282353974,1.6309441176550639,1.0,1.084013489246957,0.1786917887433759,0.9,15.6,0,0,-2.6,25,0.5780778507751582,1.1,1.591893602783191,0.3,0.4,0.8627064857400488,45.9,54.1,0.04,1.508896683212223,1.4646634282353974,3.5,MIN,15,36,4.252215023151891,36.4,0.4,7.9,10.1,2.359622726593495,10.7,13.8,938.4,Jordan McLaughlin,503760
186,Josh Hart,47,28.7,11674.2,2.21,1.18,1.03,4.31,4.63,3.99,1.0583224792640702,2.4,61.1,0.2,0.3,61.5,0.1181701074630355,0.1,50.0,0.1181701074630355,0.3,42.9,0.630233355149376,2.0,33.0,0.7,2.2,32.4,204,9.2,3.2,7.3,43.9,0.9672355334894036,4.1,32.6,1.5,1.9,77.5,0.867012643811169,2.2674813291033575,2.4010578307790187,1.0,0.6948878250377294,0.31940354914150076,2.4,24.5,7,0,0.0,26,0.2238401727286579,0.5,0.9672355334894036,0.5,0.5,0.8128640787412794,48.9,51.1,0.06,1.815289966638249,1.7735931331389592,8.0,NOP,21,26,3.6701511624045446,22.4,0.3,4.2,6.2,1.5342036026354906,7.6,9.4,1348.8999999999999,Josh Hart,3491159
189,Josh Richardson,59,30.3,11954.0,2.26,1.22,1.04,4.28,4.52,4.03,0.9339555680539604,2.2,61.2,0.5,1.2,40.6,0.5381710776565195,1.2,47.9,0.4662838481432036,1.1,41.8,0.5381710776565195,1.6,37.6,1.0,3.1,32.4,141,12.1,4.5,10.5,42.7,1.0232341524924862,4.5,33.0,1.7,1.8,91.7,0.7272137351235516,1.3484588267771869,1.5934695092553692,1.3,0.7830421846764934,0.3888257891041997,2.2,23.0,0,0,-0.8,27,0.21319322046104167,0.5,1.2167619604422573,0.4,0.5,0.668083211896729,42.9,57.1,0.02,1.1809372339241124,1.2513475400920375,4.1,DAL,35,24,3.648727614527647,34.3,0.6,4.8,6.6,1.5690283740962236,8.2,10.2,1787.7,Josh Richardson,10865952
190,Jrue Holiday,59,32.3,12942.4,2.45,1.3,1.15,4.27,4.75,3.85,1.5664205273504097,5.2,64.9,0.6,1.5,40.0,0.5767177175746939,1.3,53.3,0.4429378468770828,1.0,45.0,0.4429378468770828,1.4,34.1,1.4,3.4,41.1,59,17.7,7.0,13.9,50.3,1.1370785694959058,4.8,39.2,1.8,2.3,78.7,0.8490654260263681,1.542874639050083,1.7943361261547837,2.2,1.0236307112489638,0.5120632476863406,1.7,36.9,10,0,6.4,31,0.28845576688109115,0.6,1.4940513836647114,0.7,0.6,0.8956456445449975,54.1,45.9,0.03,1.4940513836647114,1.5894247366583558,6.6,MIL,41,18,3.9105978417578595,50.2,0.6,11.0,15.7,2.1999727755619363,13.8,16.5,1905.6999999999998,Jrue Holiday,27026011
191,Juan Toscano-Anderson,53,20.9,8772.7,1.66,0.88,0.78,4.48,4.96,4.04,1.2764047315524085,2.0,74.5,0.1,0.2,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.41656752191246965,0.8,37.5,0.5,1.0,46.2,334,5.7,2.3,3.9,57.9,0.7910637910318375,1.7,40.2,0.4,0.6,71.0,0.6212450916536353,2.0435168261603978,2.149311221640322,1.2,0.8662557741318178,0.6212450916536353,2.1,17.9,0,0,1.8,28,1.2764047315524085,3.7,1.3681888574876173,0.2,0.3,0.6212450916536353,48.0,52.0,0.06,1.873640750686655,1.4522523289116882,5.0,GSW,28,25,4.172913973128221,26.0,0.4,5.1,7.5,1.9500029242090664,7.6,9.4,1107.6999999999998,Juan Toscano-Anderson,943963
192,Julius Randle,71,37.6,13982.9,2.65,1.48,1.17,3.99,4.34,3.61,1.2218963205148405,4.2,58.1,0.9,2.0,42.1,0.8085633512060626,3.1,41.6,0.8085633512060626,2.9,44.9,0.7649729151312007,2.8,42.1,1.4,3.5,39.8,23,24.1,8.5,18.6,45.6,1.1638154824788718,5.5,41.1,4.9,6.0,81.1,0.7649729151312007,2.2635345781221727,2.376389067577407,3.4,0.6214911916535102,0.2524957633267371,3.2,45.4,41,6,2.2,26,1.2218963205148405,5.5,0.8085633512060626,0.7,0.4,0.7193954066348818,62.7,37.3,0.03,1.6511106088346685,1.4021258263365712,7.6,NYK,40,31,4.015999585164868,57.5,0.5,11.2,15.9,2.016320455223238,10.6,11.9,2669.6,Julius Randle,19845000
193,Justin Holiday,72,30.3,12419.3,2.35,1.25,1.1,4.35,4.78,3.95,0.7272137351235516,1.6,55.6,0.0,0.1,28.6,0.0,0.2,8.3,0.21319322046104167,0.4,51.6,0.8861376937034675,2.9,39.7,1.3,3.4,37.0,174,10.5,3.6,8.7,41.3,1.3484588267771869,6.3,38.2,0.9,1.2,78.8,0.3888257891041997,1.5439748716506734,1.6634009073245852,0.8,0.7830421846764934,0.5381710776565195,1.9,21.3,0,0,-0.6,32,0.3888257891041997,1.0,1.284776836741232,0.2,0.4,0.5381710776565195,33.3,66.7,0.03,1.6173274997092633,1.4083270761197733,6.1,IND,34,38,3.35215966210094,23.1,0.3,2.5,4.0,1.2167619604422573,7.1,8.4,2181.6,Justin Holiday,5720400
194,Justin Jackson,34,17.0,6708.9,1.27,0.69,0.58,4.22,4.55,3.89,1.1370785694959058,1.4,70.2,0.3,0.9,33.3,0.35313928910642467,0.6,36.8,0.19207773173931925,0.2,50.0,0.6135945488579917,1.2,28.6,0.7,2.3,31.2,275,7.2,2.6,6.5,40.3,1.2027956411529213,3.4,30.8,0.9,1.1,83.8,0.7221347174331975,1.5710638995524853,1.7699548392612021,0.9,0.6135945488579917,0.19207773173931925,0.9,12.8,0,0,-1.2,26,0.35313928910642467,0.5,0.9092068769857501,0.2,0.2,0.6135945488579917,53.8,46.2,0.0,1.3225398462945281,1.6141327567383081,3.2,MIL,12,22,3.6985385369673756,20.9,0.2,2.9,4.1,1.6141327567383081,8.2,10.1,578.0,Justin Jackson,5109637
195,Justise Winslow,26,19.5,7591.8,1.44,0.75,0.69,4.31,4.63,4.01,1.2237754316221157,2.5,51.5,0.7,1.5,47.4,0.31424909983650273,1.2,20.0,0.16941815195804674,0.5,21.4,0.4407332469456222,1.6,19.5,0.2,0.8,23.8,291,6.8,2.8,8.1,35.2,0.5530005488167035,2.1,18.5,0.8,1.3,57.1,0.829559036049822,2.0813627718577297,2.2308411881352046,1.4,0.7455936559324876,0.6539264674066639,1.8,16.9,1,0,-3.0,25,0.6539264674066639,1.0,0.9789043246021419,0.2,0.0,0.4407332469456222,85.7,14.3,0.08,1.6574952073878797,1.5057853391214302,4.2,MEM,13,13,3.728469921384945,20.9,0.1,3.5,4.5,1.5459245067117744,8.7,9.1,507.0,Justise Winslow,13000000
196,Jusuf Nurkic,37,23.8,9030.9,1.71,0.91,0.8,4.08,4.34,3.81,1.8633633082557266,6.5,56.0,0.4,1.0,43.2,0.14085743271659545,0.3,45.5,0.14085743271659545,0.2,28.6,0.14085743271659545,0.4,23.1,0.3,0.6,43.5,150,11.5,4.6,9.0,51.4,0.3741681013862495,0.8,40.0,1.9,3.1,61.9,1.499397931054315,2.3963662205126925,2.6819420212427536,2.0,0.921320080279157,0.9797782807657514,2.8,31.6,13,0,3.4,26,2.0741756000745486,11.3,1.4294665329850995,0.3,0.3,0.7221347174331975,50.0,50.0,0.03,2.4100442453087934,1.354274549885119,8.5,POR,22,15,4.063480987566496,30.0,0.3,6.0,9.0,1.9530872133556767,8.9,10.7,880.6,Jusuf Nurkic,12888889
198,Karl-Anthony Towns,50,33.8,12254.8,2.32,1.23,1.09,3.86,4.11,3.61,1.6998950225893519,6.4,64.9,1.1,2.7,40.7,0.35489821856758147,1.0,35.3,0.1931112642153347,0.6,41.4,0.6163044756170798,2.2,36.6,1.8,4.4,40.1,19,24.8,8.5,17.5,48.6,1.268696219612134,6.3,38.7,5.3,6.2,85.9,1.3547365207121784,2.2422193134147137,2.508781108953039,3.2,0.6163044756170798,0.775463133131497,3.7,46.8,33,0,0.2,25,1.5306764349166124,7.8,0.8690378470236095,0.6,0.4,0.775463133131497,58.5,41.5,0.06,2.2422193134147137,1.32687094064909,10.5,MIN,19,31,3.8838183155482953,48.3,0.5,8.0,11.6,1.8777018990287797,10.1,11.7,1689.9999999999998,Karl-Anthony Towns,29467800
199,Kawhi Leonard,52,34.1,13135.6,2.49,1.37,1.12,4.12,4.41,3.8,1.4522523289116882,4.2,72.3,1.2,2.3,50.4,0.9892249949729481,3.1,50.3,0.7707054149058198,2.6,42.2,0.49068276264376715,1.6,39.3,1.4,3.5,40.2,18,24.8,8.9,17.5,51.2,1.1005654142889916,4.9,39.8,5.0,5.7,88.5,0.7707054149058198,1.9022388260447882,2.0620626609524426,2.0,0.9892249949729481,0.35226641365396644,1.6,44.2,9,0,8.6,30,0.35226641365396644,1.0,1.3203863787490226,0.6,0.4,0.7206254097510733,58.8,41.2,0.02,1.4522523289116882,1.3203863787490226,5.7,LAC,36,16,3.6445843041787302,47.0,0.9,9.0,13.9,2.0348398078532117,14.7,17.8,1773.2,Kawhi Leonard,34379100
201,Kelly Olynyk,70,28.5,11374.2,2.15,1.18,0.98,4.27,4.66,3.87,1.4549362938420543,3.6,73.3,0.2,0.6,33.3,0.11895194286136529,0.3,30.0,0.11895194286136529,0.2,45.5,0.5641169208162143,1.5,38.3,1.2,3.7,32.8,111,13.5,4.8,10.0,48.4,1.1859160205786934,5.3,34.2,2.1,2.5,82.9,0.9225866603309699,2.1041341542702074,2.286669637688146,1.8,0.8710731258808618,0.5641169208162143,3.0,29.6,12,0,-1.4,30,1.0182771405772237,3.5,1.329445496887738,0.4,0.4,0.698396536446089,48.3,51.7,0.23,1.9900349539642512,1.6667132784991985,8.3,HOU,26,44,3.9710860370800574,31.7,0.1,5.2,7.4,1.6425672361939796,7.0,7.9,1995.0,Kelly Olynyk,12819650
202,Kemba Walker,43,31.9,12425.5,2.35,1.31,1.04,4.16,4.66,3.66,1.180822888314383,3.3,61.7,0.4,1.1,32.7,0.5170756441111619,1.2,47.1,0.44741499296667414,1.4,37.7,0.5821981068711657,1.9,35.4,2.4,6.6,36.8,50,19.3,6.6,15.7,42.0,1.4783218718806368,8.2,36.0,3.1,3.5,89.9,0.3725359513013896,1.6218991328719123,1.7073096419527136,2.0,0.8070914399091632,0.29159291044378,1.4,33.6,0,0,2.2,31,0.3725359513013896,0.9,1.2148848377769188,0.3,0.4,0.5821981068711657,41.4,58.6,0.51,1.145559685177091,1.425484931547363,4.8,BOS,22,21,4.0757293174824545,60.9,0.4,8.5,12.4,2.005875983280561,9.6,11.1,1371.7,Kemba Walker,34379100
203,Kendrick Nunn,56,29.5,11434.3,2.17,1.19,0.98,4.16,4.58,3.74,1.3367835983986234,3.4,67.5,0.3,0.7,43.6,0.39752405673535157,0.8,44.4,0.4763394476948215,1.0,50.9,0.4763394476948215,1.6,33.0,1.7,4.2,40.1,94,14.6,5.7,11.8,48.5,1.3042015307813897,5.7,38.1,1.0,1.1,93.3,0.39752405673535157,1.4854492207850252,1.5902723702916641,1.4,0.7411299163447763,0.31196120560686313,1.9,24.5,0,0,-0.1,25,0.39752405673535157,1.0,1.0826666205126831,0.4,0.3,0.6174734460821613,54.1,45.9,0.0,1.1620909262936376,1.5392336537608517,4.8,MIA,31,25,3.6240244987355403,36.4,0.4,5.6,6.5,1.6148469857981123,8.8,11.1,1652.0,Kendrick Nunn,1663861
204,Kenrich Williams,66,21.6,8905.6,1.69,0.9,0.79,4.39,4.67,4.1,1.3437347467010947,2.5,65.7,0.4,0.8,50.0,0.28768207245178085,0.5,47.1,0.28768207245178085,0.5,34.4,0.6061358035703155,1.1,49.3,0.3,0.8,40.4,245,8.0,3.3,6.2,53.3,0.8472978603872034,1.8,44.4,0.5,1.0,57.1,1.1526795099383853,1.7635885922613586,2.0583881324820035,1.2,0.8472978603872034,0.4054651081081644,2.2,18.5,0,0,-2.7,26,0.28768207245178085,0.6,1.3862943611198906,0.4,0.3,0.7731898882334817,58.1,41.9,0.11,1.575536360758419,1.5040773967762742,4.4,OKC,21,45,3.672072335797555,21.4,0.3,4.7,6.2,1.7635885922613586,10.0,12.8,1425.6000000000001,Kenrich Williams,2000000
205,Kent Bazemore,67,19.9,8117.3,1.54,0.79,0.75,4.37,4.65,4.12,1.0952565808211374,1.7,62.3,0.2,0.5,41.7,0.16628068941966667,0.3,26.3,0.16628068941966667,0.4,25.9,0.8181625147781858,1.9,38.7,0.4,1.0,44.1,278,7.2,2.6,5.9,44.9,1.0952565808211374,2.7,40.8,0.8,1.2,69.2,0.5444256224414475,1.8605289768543503,1.9672177733653602,1.2,1.0328446484306066,0.6442313803579339,2.4,17.0,1,0,2.5,31,0.5444256224414475,1.1,1.568406515756238,0.4,0.3,0.7349736955062061,55.8,44.2,0.07,1.6755455536174555,1.4483958699275619,4.1,GSW,35,32,3.7604986894314627,21.1,0.3,3.0,4.0,1.4900203758794675,6.9,8.4,1333.3,Kent Bazemore,2320044
206,Kentavious Caldwell-Pope,67,28.4,11053.8,2.09,1.08,1.01,4.15,4.24,4.05,0.8187244879431476,1.8,56.6,0.1,0.3,36.8,0.0,0.2,20.0,0.32228760162925646,0.6,42.5,0.7612006438049609,2.4,38.4,0.9,2.1,40.3,189,9.7,3.3,7.6,43.1,1.1883585765243851,4.4,41.0,1.4,1.7,86.6,0.4101489574205909,1.3649412366493217,1.486713108866938,1.0,0.7612006438049609,0.4101489574205909,1.7,18.8,1,0,2.1,28,0.32228760162925646,0.7,1.1489661748137245,0.2,0.3,0.49091031406504926,44.4,55.6,0.01,0.9737620857886338,1.020523851696673,2.7,LAL,39,28,3.60748606942853,25.2,0.3,3.3,4.8,1.3968023387183055,6.7,8.3,1902.8,Kentavious Caldwell-Pope,12073020
